trial_number,datetime,reward,final_value,profit,return_pct,state,hidden_size,num_layers,batch_size,discount,tau,exploration_phase,observation_covariance,transition_covariance
0,2026-04-17 10:23:44,3.3273,166557.53,66557.53,66.5575,COMPLETE,512,1,64,0.995,0.0013143155912849602,300,0.8151256848299826,0.03438558147025516
1,2026-04-17 12:37:00,4.3862,187644.37,87644.37,87.6444,COMPLETE,128,2,256,0.985,0.0006739787591141786,180,0.3490806522241069,0.016140793759958673
