Date,Open,High,Low,Close,Volume,EMA_50,EMA_200,RSI,MACD,BB_High,BB_Low,ATR,OBV,MFI,ADX
2024-01-02 00:00:00-05:00,419.79568576015976,419.9837642479218,415.31155748439517,417.61798095703125,2463700,,,,,,,0.0,2463700,,0.0
2024-01-03 00:00:00-05:00,416.9349271975928,417.0734938445947,413.2723814343925,414.5295104980469,3093700,,,,,,,0.0,-630000,,0.0
2024-01-04 00:00:00-05:00,414.26224961601304,419.1621377701623,414.04447613786067,415.5193786621094,2042600,,,,,,,0.0,1412600,,0.0
2024-01-05 00:00:00-05:00,416.23208527740155,418.4791184650072,412.76752647147396,415.1729431152344,2415900,,,,,,,0.0,-1003300,,0.0
2024-01-08 00:00:00-05:00,415.84716612345215,418.46453669621275,412.96208895090444,418.36541748046875,2125400,,,,,,,0.0,1122100,,0.0
2024-01-09 00:00:00-05:00,415.5100828095135,420.0706862195835,414.95488207327935,418.9801025390625,2439300,,,,,,,0.0,3561400,,0.0
2024-01-10 00:00:00-05:00,422.35095678919754,425.79123457235164,420.51679752186027,424.60150146484375,2709300,,,,,,,0.0,6270700,,0.0
2024-01-11 00:00:00-05:00,426.3166916748416,428.09136730493645,422.1229142575401,423.0647888183594,2320600,,,,,,,0.0,3950100,,0.0
2024-01-12 00:00:00-05:00,426.2671330538482,427.41717006443145,424.0364061736514,425.4244079589844,1892400,,,,,,,0.0,5842500,,0.0
2024-01-16 00:00:00-05:00,423.7786384119423,426.04903120993913,422.86650563190517,424.68084716796875,2398000,,,,,,,0.0,3444500,,0.0
2024-01-17 00:00:00-05:00,421.8354348092998,426.69345634383626,421.8354348092998,423.7588195800781,2690400,,,,,,,0.0,754100,,0.0
2024-01-18 00:00:00-05:00,424.96837823252287,427.52626520529344,423.7885690912043,427.0305480957031,2075700,,,,,,,0.0,2829800,,0.0
2024-01-19 00:00:00-05:00,428.84482740985203,433.3261291101675,425.6623322754424,433.0386047363281,2400200,,,,,,,0.0,5230000,,0.0
2024-01-22 00:00:00-05:00,435.21979138079126,437.1629939204026,433.51452336467554,435.9831848144531,2715500,,,83.46984809404383,,,,5.085246920496827,7945500,66.41827605812188,0.0
2024-01-23 00:00:00-05:00,436.498723531823,436.82591376067137,434.1093634835161,435.0016784667969,2328600,,,79.71602738327346,,437.11231598209423,409.9236459319682,4.916054303115286,5616900,61.69514366790758,0.0
2024-01-24 00:00:00-05:00,434.773642578741,437.1530786297428,432.0273807112984,434.94219970703125,2725700,,,79.48275127063955,,438.99043793634206,410.35541981105376,4.931028847067367,2891200,62.12607232850916,0.0
2024-01-25 00:00:00-05:00,432.26527545259006,434.87275202394466,430.7384584391268,433.05841064453125,2977800,,,72.26944470940384,,439.69954709944267,412.1168306674844,4.8790797342700145,-86600,54.432412567819455,0.0
2024-01-26 00:00:00-05:00,428.84480334005536,436.12195618290974,426.98093266684856,434.7735900878906,2725400,,,74.53544310002745,,440.4503482876648,413.93325766936647,5.183504290112241,2638800,53.78623452968581,0.0
2024-01-29 00:00:00-05:00,432.04718879593526,437.18281062305874,430.9467113713389,436.8060607910156,2314200,,,76.94012379575754,,441.0274536896152,416.2405679575203,5.258689644512785,4953000,54.16234704684452,0.0
2024-01-30 00:00:00-05:00,437.12332579183186,442.3977629136101,436.2806006839714,441.3765869140625,2663600,,,81.23215029760131,,442.7920729011343,417.5441046704803,5.320009114878923,7616600,54.626715139991276,0.0
2024-01-31 00:00:00-05:00,446.1453819534008,458.04259213882483,442.7943295768525,445.3819885253906,4740500,,,84.03631286235738,,445.16895695622304,418.68747208023524,6.130437408442023,12357100,57.40041227576032,0.0
2024-02-01 00:00:00-05:00,451.1025289161195,457.1899489941243,450.16065439064045,456.9718322753906,3292700,,,89.10768164327357,,451.68234147893475,416.49013166559655,6.535974769891425,15649800,58.72077347403785,0.0
2024-02-02 00:00:00-05:00,458.2508082654327,459.86685090586536,454.5725957335155,456.634765625,2050300,,,88.22981160940968,,456.14288079368686,416.50558925839647,6.447280512924168,13599500,59.04666555945873,0.0
2024-02-05 00:00:00-05:00,455.57394776501985,457.41800088984434,451.62802868022237,452.8475036621094,2438800,,,78.83228741354102,,458.6593332431334,417.64554956936655,6.400329919831154,11160700,58.73268527346529,0.0
2024-02-06 00:00:00-05:00,451.4594641135405,456.614934071134,451.4594641135405,456.5554504394531,2201900,,,80.9694708244891,,461.357905143489,419.1969247718756,6.311411351099891,13362600,65.25299913247065,0.0
2024-02-07 00:00:00-05:00,457.25935310696485,458.28052910975777,455.6829763797119,457.953369140625,2544300,,,81.71885474504528,9.356372258519912,463.39340261487,421.72070057523416,6.04613573531032,15906900,65.82684979618188,0.0
2024-02-08 00:00:00-05:00,456.05974162414833,456.80331728983987,453.5315964632656,454.33465576171875,2081300,,,73.6353983371595,9.259728187119265,464.2167771139407,424.5378737649655,5.93010980259954,13825600,60.017553698333344,0.0
2024-02-09 00:00:00-05:00,454.1363366325417,455.0583631555418,452.4608104531527,453.9578857421875,2155400,,,72.82764652742219,9.048430201562269,465.1630798637292,426.38080848262496,5.692070009727367,11670200,53.63384037956268,46.74866517968815
2024-02-12 00:00:00-05:00,455.2466758933237,455.4647925926902,452.17322431358343,454.78070068359375,1794500,,,73.51103370372445,8.845404992231636,466.15165179414475,427.8985720014282,5.520605600397322,13464700,59.25104010358025,46.25773918267443
2024-02-13 00:00:00-05:00,452.8474892471729,457.92362744711266,452.1336554217957,456.5157775878906,2407700,,,74.94218020780593,8.723948014412429,466.98140570952353,429.9373646355285,5.539846059320153,15872400,66.29244580189805,46.12002877785189
2024-02-14 00:00:00-05:00,458.0425838264119,461.4630437951159,455.50451478674177,461.20526123046875,2202700,,,78.34723039863388,8.903461065792044,468.249136133412,432.1713757480984,5.569751984252578,18075100,73.7464130712119,46.40177195991095
2024-02-15 00:00:00-05:00,461.8398047635876,468.06601066219844,461.24496841672374,467.2431335449219,2354100,,,81.78018314810504,9.424294882518325,469.9116847903446,435.06679014455125,5.6619660876438,20429200,80.99858892516785,47.27498912672924
2024-02-16 00:00:00-05:00,470.10835757782485,470.10835757782485,463.0691688615503,464.1200866699219,2237200,,,75.14386550967126,9.47582424881358,469.957380548269,438.9339605975643,5.760339132545998,18192000,81.04063051303865,48.24550526515719
2024-02-20 00:00:00-05:00,448.9213648344445,451.9452571039973,446.26432861052103,447.88037109375,5044200,,,51.66563148704351,8.112733771899457,468.10495478782974,442.26296106503486,6.6242976273213445,13147800,69.00335571972045,45.42662189064075
2024-02-21 00:00:00-05:00,449.4270362421975,455.66316585219346,448.12825985647,455.11785888671875,2895800,,,57.96853339411187,7.529682039603529,466.71880980990335,445.48127563931536,6.707047422401495,16043600,67.44946314945338,43.27570344041243
2024-02-22 00:00:00-05:00,457.8542078404176,468.4526414505544,457.62616709098256,467.52069091796875,2572800,,,66.12166206573029,7.976466490701,467.9775331979883,447.17437923690755,7.180457075361076,18616400,66.83318089999878,42.5467516677896
2024-02-23 00:00:00-05:00,469.6721493201379,471.0998170338075,467.8181418922879,469.36480712890625,1764100,,,67.1422254995461,8.382720371029336,470.3363742343751,446.4679348476562,6.923219149680909,20380500,66.60536012775702,42.083327013080165
2024-02-26 00:00:00-05:00,468.9483897220251,471.0105596030133,467.95695549428297,470.4454650878906,2066900,,,67.75522748272664,8.691687204242328,472.62247153729425,446.02326413978903,6.646818075327296,22447400,73.35867780028788,41.6530041194214
2024-02-27 00:00:00-05:00,470.4850506824277,470.93120813997496,465.92447792432256,470.683349609375,2011100,,,67.89720812927138,8.853681212556126,474.45677128978406,446.567077180268,6.529668942493375,24458500,67.23575027303743,40.88179550012461
2024-02-28 00:00:00-05:00,470.1083256036723,475.0357543443112,469.61260854830084,474.74822998046875,1931900,,,70.3034644442318,9.203966904370077,477.16648522525503,446.28306718359914,6.4506315748874465,26390400,66.70543345201014,40.54486628920166
2024-02-29 00:00:00-05:00,473.90556610890474,474.2922399849686,468.0065202860427,470.6933288574219,3072500,,,65.06433351374098,9.050050853618075,478.486910106401,446.6613035980261,6.471422869140204,23317900,64.60801202722473,39.92719172007903
2024-03-01 00:00:00-05:00,470.8420037514968,473.4098146125818,469.84064556112736,472.5472717285156,1748300,,,66.30085637932487,8.974219751109104,479.7801714791375,447.79639102086253,6.264119025019791,25066200,70.4706569090909,39.35363676303659
2024-03-04 00:00:00-05:00,471.5954791746374,472.54724745407697,461.7802572232967,464.4769592285156,3212400,,,56.86545601651097,8.168751995569437,479.5935297623474,449.385575869163,6.585754416462586,21853800,62.58800707059246,37.3676315680148
2024-03-05 00:00:00-05:00,463.36654972553686,465.2205266485473,460.6401059549527,463.5152587890625,2015100,,,55.84554132922346,7.3678794797279465,479.2806729255639,450.8630404533423,6.4425162934005895,19838700,56.47978460943125,35.34053681987874
2024-03-06 00:00:00-05:00,463.15839360461604,469.5630499141866,463.15839360461604,467.56036376953125,1917100,,,59.1632705548221,6.979137256587762,479.29339590218336,452.32292896760833,6.439812008841301,21755800,56.16455328385697,34.0177745257028
2024-03-07 00:00:00-05:00,469.1466465888445,469.21602398387313,461.89926545461395,463.5351257324219,2178100,,,54.75435768133648,6.273931201234632,479.285761996478,452.64121147357406,6.502451046014007,19577700,49.64025925243576,32.57109544475876
2024-03-08 00:00:00-05:00,463.0989160002531,467.5801876448966,463.0989160002531,465.24041748046875,1596900,,,56.24209968022163,5.785956212397821,479.13840834982216,452.52153631163617,6.358081088773258,21174600,48.68619909060468,31.22775058388216
2024-03-11 00:00:00-04:00,464.9826327687989,465.3494585762647,460.7095538519076,465.1412658691406,1774500,,,56.126540378774315,5.32979327252059,479.181226738295,452.6148751497259,6.235354205600677,19400100,53.57652840574197,29.537777544691124
2024-03-12 00:00:00-04:00,466.49953611223464,470.30663983558065,464.6951185943897,468.8194885253906,1853900,,,59.45471894556966,5.205081742089476,476.4784511737164,458.1095330385232,6.190794708142838,21254000,52.09257778502521,28.684782140241218
2024-03-13 00:00:00-04:00,470.1678569456937,472.08131771213834,468.73026523675264,471.5360107421875,2103900,451.84827323831934,,61.76179626579409,5.264758734207419,475.0837020307559,461.6933690955462,5.987955977231614,23357900,51.3764136501631,28.129021317763442
2024-03-14 00:00:00-04:00,476.8996505974006,477.8712669701834,473.09254703900086,475.37286376953125,2757700,452.7708062003276,,64.80769934326096,5.557590707601264,476.4310907806936,461.39293672581687,6.0127631380004924,26115600,53.03335088401062,28.311371270535897
